Title,Cuisine,Category,Ingridients,Instructions,Image,Link,Ratings,Unnamed: 0,graph_ingredient
Lemon Blueberry Tartlets Recipe,Continental,desserts,"['1 cup blueberry', '1/2 tablespoon lime zest', '60 gm butter', '1/4 teaspoon vanilla extract', '3 tablespoon almond flour', '5 tablespoon lemon juice', '2 egg', '1 cup granulated sugar', '1 cup all purpose flour']","Take a deep bowl and add vanilla extract, butter, 1/2 cup sugar, 1 egg, almond flour and flour. Blend the mixture until the sugar dissolves. Then, beat the mixture until fluffy. Knead a dough from the mixture, cover it with cling film and refrigerate for 1 hour.
When done, take out the dough and roll it. Using a cookie cutter, cut the circles out of the dough. Now, take a tray of muffin cup and place each dough portion on it. Press it with your hands to attach it firmly and prick with fork. Refrigerate for about 40 minutes. Meanwhile, preheat the oven at 180 degree Celsius. Then, bake the chilled tartlets for 15 minutes.
To make the lemon curd, take a pan and add lemon juice, lemon zest and remaining 1/2 cup sugar in it. Over medium flame cook it until the sugar dissolves properly. Meanwhile, whisk the egg in a bowl and slowly pour the pan contents. Whisk and beat for a while and then sieve the mixture. Now, bring it to boil and when done, let it cool completely.
Now, take the tartlets and pour the lemon curd and top up with blueberries and powdered sugar. Refrigerate until set and serve.",https://static.toiimg.com/thumb/60892611.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/lemon-blueberry-tartlets/rs60892611.cms,,1145.0,"blueberry, lime zest, butter, vanilla extract, almond flour, lemon juice, egg, granulated sugar, flour"
Layered Lemon Cake with Raspberries and Cream Recipe,Continental,desserts,"['1 1/2 cup unsalted butter', '2 egg', '3 tablespoon milk', '3/4 cup whipping cream', '2 cup caster sugar', '2 1/2 cup self raising flour', '2 tablespoon lime zest', '1 1/2 cup raspberries', '2 tablespoon raspberry syrup']","To make this heavenly cake, preheat the oven to 160 degrees Celsius. In the while, take a loaf tin and grease it with a little oil. Line the tin with the baking sheet as well. Keep it aside.
Now, take a medium-sized mixing bowl and add caster sugar and butter. Using an electric beater, beat the mixture until it becomes fluffy and pale. Beat the eggs and add flour into this fluffy mixture and whisk well. Add lime zest and milk. you will get a smooth thick batter for the lemon cake.
Pour the batter into the prepared greased loaf tin and throw it in the oven. Bake the cake for 45 minutes. After the cake is baked, stab the cake bread with a toothpick and take it out. If the toothpick comes out clean, it means your cake is perfectly baked. Remove the tin from the oven and place it on a wire rack to cool. After the cake is completely cool, using a knife, cut the cake bread horizontally making 2 or 3 layers.
Now, in a bowl, whisk together a tablespoon of sugar and whipping cream. Divide the cream mixture into 2 separate bowls. Keep the second bowl aside. With the first bowl of cream, spread the sweet cream mixture over the surface of each layer and place whole raspberries on the top of the cream. Repeat the same for all the layers. In other words, sandwich cream and raspberries between each layer of the cake.
After the layers have been formed, take the other bowl full of cream (Step4) and spoon it inside an icing cone. Beautify your cake by making different designs with the icing. Make your cake even more interesting and delicious by swirling the raspberry syrup over the cake surface in whatever design you like. You are all set with this delight.",https://static.toiimg.com/thumb/71214832.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/layered-lemon-cake-with-raspberries-and-cream/rs71214832.cms,5.0,6800.0,"butter, egg, milk, whipping cream, caster sugar, self raising flour, lime zest, raspberry, raspberry syrup"
Healthy Cookies Recipe: How to make Healthy Cookies Recipe at Home | Homemade Healthy Cookies Recipe - Times Food,Continental,snacks,"['1 cup toasted almonds', '1/4 cup refined oil', '2 egg', '1 cup whole wheat flour', '1 teaspoon baking powder', '2/3 cup honey', '3 tablespoon unsalted butter', '1 teaspoon vanilla extract', '1 1/2 cup all purpose flour', '1/2 teaspoon salt']","Take a blender jar, add toasted almonds and grind to make a coarse powder. Transfer the almond powder to a large bowl. Add whole wheat flour, all-purpose flour, salt, baking powder in the bowl and mix the ingredients well. Keep aside.
Combine oil, butter and honey in a small bowl and stir to mix the mixture well. Add eggs in the bowl and beat the mixture well with a fork. When the mixture is yellow and smooth, add vanilla extract and beat the mixture till well combined.
Pour the egg mixture into the flour mixture and combine all the ingredients well with your hand. Knead the mixture gently till a smooth cookie dough is formed. Place the cookie dough in the refrigerator for some time. Meanwhile preheat the oven at 180 degrees Celsius and place a baking sheet in a baking tray.
When cookie dough is chilled, place it on a flat surface and flatten it using a rolling pin. Now use a cookie cutter to make small round shaped cookies and line them on the baking tray. Place the baking tray in the oven and bake for 15-20 minutes, till they become crisp and light brown in colour. You can serve them as soon as they arrive at room temperature!",https://static.toiimg.com/thumb/62469762.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/healthy-cookies/rs62469762.cms,3.0,4657.0,"almond, oil, egg, whole wheat flour, baking powder, honey, butter, vanilla extract, flour"
Fairy Cupcakes Recipe,Continental,desserts,"['50 gm all purpose flour', '1 egg', '50 gm caster sugar', '1 cup icing sugar', '1 handful colorful sprinkles', '1/2 teaspoon baking powder', '50 gm butter', '1 cup unsalted butter', 'edible food color as required', '1/2 teaspoon vanilla extract']","To start preparing these delicious cupcakes, preheat the oven at 200 degrees Celsius. Take a muffin tray and place the paper cupcake cases in the moulds. Now, take a large bowl and add unsalted butter and sugar with vanilla extract and beat the mixture. Then, add the egg and beat again. When the mixture is smooth, add flour and baking powder and fold till it has a creamy consistency.
Next, pour the batter into the paper cases and place the muffin tray into the preheated oven. Bake the cupcakes for 15-20 minutes or till the tops are golden brown in colour.
While the cupcakes are baking, prepare the icing. Add drops of water gradually to the icing sugar and butter and mix till it reaches a smooth and glossy consistency. Then, divide the icing into small bowls and add a few drops of edible food colouring of your choice in each bowl. Mix thoroughly.
Now, take the baked cupcakes out and let them cool for 5-10 minutes. Then, scoop the icing onto each cupcake and decorate with sprinkles. Enjoy the delicious and cute fairy cupcakes.",https://static.toiimg.com/thumb/56022754.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/fairy-cupcakes/rs56022754.cms,5.0,1064.0,"flour, egg, caster sugar, sugar, colorful sprinkle, baking powder, butter, butter, edible food color, vanilla extract"
Egg Salad Sandwich Recipe,American,snacks,"['2 multi-grain bread', '2 tablespoon cream cheese', 'salt as required', '1 tablespoon butter', '1/2 onion', '1 egg', '1/4 teaspoon chilli flakes', '1 pinch oregano', '2 tablespoon finely chopped spring onions', '1 handful chopped lettuce loose-leaf']","To make this healthy and delicious sandwich recipe, boil an egg in water and peel once its done. Finely chop the egg and transfer it in a bowl. Then, add cream cheese, chilli flakes, oregano and salt in the same bowl. Mix all these ingredients properly using a spoon. Spread this mixture on 1 bread slice.
Peel and thinly slice the onion. Next, take a slice of multi-grain bread and apply a little butter on it. Shred the lettuce with your hands, and add the egg filling in it. Then add the sliced onion over this egg salad. Cover with the other slice of bread.
Now heat a frying pan on medium flame. Place the sandwich on the pan and apply little butter around the edges. Cook for a minute on each side and remove. Transfer the sandwich to a serving plate and pair it with sauces of your choice. Serve with french fries and the salad of your choice. (You can also use a sandwich maker or grill it.)",https://static.toiimg.com/thumb/53684634.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/egg-salad-sandwich/rs53684634.cms,4.0,4627.0,"multigrain bread, cream cheese, butter, onion, egg, chilli, oregano, spring onion, lettuce"
Date Pudding Recipe,American,desserts,"['1/4 cup butter', '2 egg', '1/2 cup pitted dates', '3/4 cup wheat flour', '1 scoop ice cream', '1/2 cup powdered jaggery', '1 teaspoon vanilla essence', '1 Pinch baking soda', '3 tablespoon caramel sauce']","Firstly soak the seedless dates in 1/4 cup of water. Add a pinch of baking soda, give a gently stir and let them stay soaked for at least 30 minutes.
Add butter and jaggery to a bowl. Use an electric whisk to whisk them properly. Once they form a crumbly mixture, add one egg and whisk again. Now add another egg, along with vanilla essence and whisk again to mix the ingredients together.
Now add the soaked dates to the mixture and whisk again. Now sieve the flour into the mixture and use a spatula to fold it in. Mix well using the cut and fold method to make a batter.
Now pour this mixture into two greased pudding moulds or any other circular moulds. Bake in the oven at 180 degrees Celcius for 25 minutes.
Once baked, take out the pudding on a plate, pour some caramel sauce over it and add a scoop of ice cream on the side. Your delicious Date Pudding is ready to be served.",https://static.toiimg.com/thumb/86470389.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/date-pudding/rs86470389.cms,5.0,322.0,"butter, egg, pitted date, wheat flour, ice cream, jaggery powder, vanilla essence, baking soda, caramel sauce"
Date Pudding Recipe,American,snacks,"['1/4 cup butter', '2 egg', '1/2 cup pitted dates', '3/4 cup wheat flour', '1 scoop ice cream', '1/2 cup powdered jaggery', '1 teaspoon vanilla essence', '1 Pinch baking soda', '3 tablespoon caramel sauce']","Firstly soak the seedless dates in 1/4 cup of water. Add a pinch of baking soda, give a gently stir and let them stay soaked for at least 30 minutes.
Add butter and jaggery to a bowl. Use an electric whisk to whisk them properly. Once they form a crumbly mixture, add one egg and whisk again. Now add another egg, along with vanilla essence and whisk again to mix the ingredients together.
Now add the soaked dates to the mixture and whisk again. Now sieve the flour into the mixture and use a spatula to fold it in. Mix well using the cut and fold method to make a batter.
Now pour this mixture into two greased pudding moulds or any other circular moulds. Bake in the oven at 180 degrees Celcius for 25 minutes.
Once baked, take out the pudding on a plate, pour some caramel sauce over it and add a scoop of ice cream on the side. Your delicious Date Pudding is ready to be served.",https://static.toiimg.com/thumb/86470389.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/date-pudding/rs86470389.cms,5.0,7572.0,"butter, egg, pitted date, wheat flour, ice cream, jaggery powder, vanilla essence, baking soda, caramel sauce"
Dahi Chicken Recipe: How to Make Dahi Chicken Recipe,North Indian,dinner,"['250 gm chicken', '1 pinch salt', '1/4 teaspoon garlic paste', '1 large chopped onion', '1/2 tablespoon butter', '125 gm hung curd', '2 small green chilli', '1/4 teaspoon ginger paste', '1/2 teaspoon powdered black cardamom', '1/2 bunch chopped coriander leaves']","Dahi Chicken is a truly indulgent delicacy that can be prepared quickly using some easily available ingredients. Soak the chicken chunks in lukewarm water with a small pinch of salt for 15 minutes. Then wash and clean the chicken and cut into roughly equal-sized cubes.
Take a large bowl and add a paste of 2 small green chillies. Then add curd and marinate the chicken pieces along with ginger-garlic paste, cardamom powder and salt. Once the chicken pieces are properly coated, keep them aside for 2 hours so that the flavours are well-absorbed by the chicken pieces. The texture of curd is such that you can cook it even with minimum oil as it releases a creamy residue that makes it a healthy option!
Then, take a pan and melt butter in it over medium flame. If you want to make it healthy, then you can also use low-fat butter. Once the butter starts to melt, add onions and saute till they become light pinkish in colour.
Once the onions are transparent, add the marinated chicken pieces and cook for 2 minutes. Put the lid on and let it simmer for 15 minutes. To make it rich and creamy, you can add some fresh cream to this dish. It tastes better when you add some finely chopped coriander leaves and chopped chillies.
You can also garnish it with cashew nuts. Once done, transfer the Dahi chicken in a serving bowl and serve it hot with roti, paratha or naan.",https://static.toiimg.com/thumb/53191932.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/dahi-chicken/rs53191932.cms,4.3,8503.0,"chicken, garlic paste, onion, butter, curd, green chilli, ginger paste, powdered black cardamom, coriander leaf"
Dahi Chicken Recipe: How to Make Dahi Chicken Recipe,North Indian,lunch,"['250 gm chicken', '1 pinch salt', '1/4 teaspoon garlic paste', '1 large chopped onion', '1/2 tablespoon butter', '125 gm hung curd', '2 small green chilli', '1/4 teaspoon ginger paste', '1/2 teaspoon powdered black cardamom', '1/2 bunch chopped coriander leaves']","Dahi Chicken is a truly indulgent delicacy that can be prepared quickly using some easily available ingredients. Soak the chicken chunks in lukewarm water with a small pinch of salt for 15 minutes. Then wash and clean the chicken and cut into roughly equal-sized cubes.
Take a large bowl and add a paste of 2 small green chillies. Then add curd and marinate the chicken pieces along with ginger-garlic paste, cardamom powder and salt. Once the chicken pieces are properly coated, keep them aside for 2 hours so that the flavours are well-absorbed by the chicken pieces. The texture of curd is such that you can cook it even with minimum oil as it releases a creamy residue that makes it a healthy option!
Then, take a pan and melt butter in it over medium flame. If you want to make it healthy, then you can also use low-fat butter. Once the butter starts to melt, add onions and saute till they become light pinkish in colour.
Once the onions are transparent, add the marinated chicken pieces and cook for 2 minutes. Put the lid on and let it simmer for 15 minutes. To make it rich and creamy, you can add some fresh cream to this dish. It tastes better when you add some finely chopped coriander leaves and chopped chillies.
You can also garnish it with cashew nuts. Once done, transfer the Dahi chicken in a serving bowl and serve it hot with roti, paratha or naan.",https://static.toiimg.com/thumb/53191932.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/dahi-chicken/rs53191932.cms,4.3,8947.0,"chicken, garlic paste, onion, butter, curd, green chilli, ginger paste, powdered black cardamom, coriander leaf"
Cranberry Tartlets Recipe,Continental,desserts,"['50 gm all purpose flour', '5 gm egg', '50 gm mascarpone cheese', '10 gm sponge cake', '25 gm butter', '20 gm sugar', '30 gm fresh cream', '50 gm cranberries', '30 gm cranberry compote']","Begin by preparing the tart. Make a dough by mixing the butter, sugar, flour and eggs. Then, line the tart mould (dish) with the dough, and bake it in the oven to make a tart shell.
Now its time to prepare the filling. Mix fresh cream, mascarpone cheese and cranberry to make the filling, and keep aside.
Line the prepared tart shell with vanilla sponge cake. Now add the filling (step 2) onto the tart shell and garnish with cranberry compote. The cranberry tartlet is now ready to be served.",https://static.toiimg.com/thumb/70655228.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/cranberry-tartlets/rs70655228.cms,4.5,7720.0,"flour, egg, mascarpone cheese, sponge cake, butter, sugar, cream, cranberry, cranberry compote"
Cornmeal & Berry Dessert Recipe,Continental,desserts,"['1/2 cup yellow cornmeal', '1 cup mixed berries', '2 cup fresh cream', '1/2 teaspoon nutmeg', '2 cup maple syrup', '1/2 cup passion fruit juice', '2 cup cold water', '2 egg', '1/4 cup butter']","To start with, take a bowl, add water in it and soak cornmeal in it for 10-15 minutes. Take a deep bottomed pan, keep it on medium flame and melt butter in it.
Then, add the cornmeal mixture in the pan and heat it. Keep stirring constantly for 20 minutes. When the mixture becomes thick, add juice, berries, nutmeg and let the mixture boil.
Add cream and maple syrup and mix thoroughly. In the end, add eggs to the mixture and stir well. Remove from flame and serve chilled.",https://static.toiimg.com/thumb/59053253.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/cornmeal-berry-dessert/rs59053253.cms,,3389.0,"yellow cornmeal, berry, cream, nutmeg, maple syrup, passion fruit juice, cold, egg, butter"
Corn and Bacon Bread Recipe,American,snacks,"['135 gm flour', '200 gm american corn kernels', '2 teaspoon caster sugar', '170 gm butter', '6 sliced bacon', '120 gm Yellow cornmeal', '1 teaspoon baking powder', '240 ml milk', '1 beaten egg', 'salt as required']","Preheat an oven. Sift the flour into a bowl. Add the cornmeal, sweet corn, baking powder and sugar.
Put the milk and butter into a pan and melt oven a very low heat. Mix the buttery milk into the flour mixture with a beaten egg until it is well combined. Add half of the bacon strips and season with salt and pepper.
Grease a loaf tin with butter. Pour the mixture in and sprinkle oven the rest of the bacon.
Bake for 40 minutes, or until a skewer comes out clean. Leave to cool in its tin.
Serve slightly warm with butter, or with scrambled eggs and smoked salmon.",https://static.toiimg.com/thumb/54866483.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/corn-and-bacon-bread/rs54866483.cms,,7946.0,"flour, american corn kernel, caster sugar, butter, bacon, yellow cornmeal, baking powder, milk, egg"
Coffee Mug Cake Recipe,Continental,desserts,"['6 tablespoon coffee decoction', '2 tablespoon vanilla essence', '250 gm all purpose flour', '4 egg', '300 gm fresh cream', '250 gm caster sugar', '250 gm brown sugar', '250 gm butter', '2 teaspoon baking powder', 'water as required']","To start with, preheat the oven at 180 degrees Celsius.
In a large bowl, whisk brown sugar and butter together. Afterwards, crack open the eggs and whisk them well. Mix in 4 tablespoons of black coffee decoction and fold with baking powder and all-purpose flour.
Pour the batter in microwave safe coffee mugs. Now in a saucepan, add enough water to fill a baking tray and bring to a boil. Place coffee mugs on the baking tray and add hot water in the tray. Place the tray in the oven and bake for a half-hour.
Place a pan over a low flame, add 150 ml of water and caster sugar. Stir until the sugar dissolves in water. Mix in cream, remaining black coffee decoction and vanilla essence. Take out the tray from oven and pour the caramel sauce over cakes. Serve!",https://static.toiimg.com/thumb/59218737.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/coffee-mug-cake/rs59218737.cms,,10331.0,"coffee decoction, vanilla essence, flour, egg, cream, caster sugar, brown sugar, butter, baking powder"
Coconut Muffin With Blueberry Recipe,Continental,desserts,"['1 1/4 cup blueberry', '4 cup all purpose flour', '2 cup milk', '2 egg', '1/2 cup butter', '1 cup toasted coconut', '1 cup sugar', '1 1/4 teaspoon kosher salt', '2 tablespoon baking soda']","Preheat the oven at 200 degree Celsius. In a bowl, add butter and microwave it for 30 seconds. Keep it aside until needed again. Brush muffin moulds with butter and keep them aside.
In a strainer, sieve all purpose flour combined with salt, baking soda and sugar. Stir in coconut in the mixture and mix well. Keep the sifted mixture aside.
Now in another bowl crack open the eggs and add the melted butter as well as milk. Whisk well. Pour the prepared mixture to the sifted flour mixture and mix until you get a thick consistency.
Pour the mixture in the muffin moulds and place the blueberry on the top of each muffin. Bake for 15 minutes or until the muffin is fluffy. Serve fresh and hot!",https://static.toiimg.com/thumb/60031694.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/coconut-muffin-with-blueberry/rs60031694.cms,,747.0,"blueberry, flour, milk, egg, butter, coconut, sugar, kosher, baking soda"
Coconut Muffin With Blueberry Recipe,Continental,breakfast,"['1 1/4 cup blueberry', '4 cup all purpose flour', '2 cup milk', '2 egg', '1/2 cup butter', '1 cup toasted coconut', '1 cup sugar', '1 1/4 teaspoon kosher salt', '2 tablespoon baking soda']","Preheat the oven at 200 degree Celsius. In a bowl, add butter and microwave it for 30 seconds. Keep it aside until needed again. Brush muffin moulds with butter and keep them aside.
In a strainer, sieve all purpose flour combined with salt, baking soda and sugar. Stir in coconut in the mixture and mix well. Keep the sifted mixture aside.
Now in another bowl crack open the eggs and add the melted butter as well as milk. Whisk well. Pour the prepared mixture to the sifted flour mixture and mix until you get a thick consistency.
Pour the mixture in the muffin moulds and place the blueberry on the top of each muffin. Bake for 15 minutes or until the muffin is fluffy. Serve fresh and hot!",https://static.toiimg.com/thumb/60031694.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/coconut-muffin-with-blueberry/rs60031694.cms,,5893.0,"blueberry, flour, milk, egg, butter, coconut, sugar, kosher, baking soda"
Christmas Cookies Recipe: How to make Christmas Cookies Recipe at Home | Homemade Christmas Cookies Recipe - Times Food,Continental,snacks,"['200 gm all purpose flour', '1/2 teaspoon baking soda', '1 egg', '1 teaspoon icing sugar', '3 tablespoon unsalted butter', '1 1/2 tablespoon ground ginger', '1 teaspoon ground cinnamon', '2 tablespoon honey', '5 tablespoon brown sugar']","To prepare these delicious cookies, preheat the oven at 180 degree Celsius.
Combine the all-purpose flour, baking soda, brown sugar together. Then, add the ground ginger and cinnamon and mix well.
In a separate bowl, whisk together the honey, butter and egg and then pour them into the flour mixture. Knead a dough out of this mixture.
Take a small amount of the dough and make a ball out of it. Roll it out on a flat surface using a rolling pin. Cut them into the desired shape using a cookie cutter.
Line a baking tray with a parchment paper and place the cookies on it. Place the tray in the preheated oven and bake the cookies for around 10 minutes.
Once done, remove the tray from the oven and set aside to cool down. Then, sprinkle the icing sugar on the top of the cookies and serve.",https://static.toiimg.com/thumb/56022261.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/christmas-cookies/rs56022261.cms,3.5,3771.0,"flour, baking soda, egg, sugar, butter, ginger, cinnamon, honey, brown sugar"
Christmas Biscuit Recipe: How to Make Christmas Biscuits | Easy Christmas Biscuits Recipe,Continental,snacks,"['4 cup all purpose flour', '2 1/2 cup caster sugar', '3 teaspoon baking powder', '3 egg', '2 cup icing sugar', '3 tablespoon water', '4 teaspoon milk', '2 teaspoon vanilla extract', '1/4 teaspoon edible food color', '300 gm unsalted butter']","To prepare this delicious snack, start by preheating the oven at 180 degree Celsius. In a large bowl, whisk the butter and sugar together. Then, add milk, eggs, vanilla extract and mix properly.
Next, add the all purpose flour and baking powder to it and knead a dough out of this mixture.
Take the dough and transfer it to a floured work surface and spread it over the surface using the rolling pin.
Line a baking tray with the parchment paper and keep it aside. Now, Use a biscuit cutter or a small bowl to cut desired shapes out from the rolled dough.
Then, place the biscuits on the baking tray lined with parchment paper. Bake the biscuits for around 10 minutes or until they turn golden. Once done, take them out and let them cool down.
To prepare the icing: In a bowl, mix the icing sugar, 2 tablespoons of butter and edible food color properly. Fill a piping bag with this mixture and decorate the biscuits with it.
Drizzle the biscuits with the leftover icing sugar and serve.",https://static.toiimg.com/thumb/55203666.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/christmas-biscuits/rs55203666.cms,3.5,10362.0,"flour, caster sugar, baking powder, egg, sugar, milk, vanilla extract, edible food color, butter"
Chocolate Raspberry Brownies Recipe,Continental,desserts,"['1/2 cup cocoa powder', '1 cup blanched,chopped almonds', '2 cup Raspberries', '2 teaspoon vanilla essence', '2 1/2 cup all purpose flour', '12 egg', '650 gm chopped cooking chocolate', '4 cup caster sugar', '500 gm butter']","Preheat an oven to 180 degree Celsius or 360 degree Fahrenheit. Melt the chocolate and butter in a bowl over a water bath. Stir well until combined and remove and allow it to cool.
Beat the eggs, caster sugar and vanilla essence together until creamy, and then add the all purpose flour along with cocoa powder. Stir until well combined and no lumps remaining.
Add the raspberries, mix well and pour into a greased cake pan. Sprinkle the almonds on top and place it in the pre-heated oven.
Cook for about 60 to 75 minutes or until a skewer inserted in the center comes out clean.
When the mixture is baked, remove it from the oven. Cool the baked brownie, cut into desired shape slices and serve!",https://static.toiimg.com/thumb/54866484.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/chocolate-raspberry-brownies/rs54866484.cms,0.0,8564.0,"cocoa powder, almond, raspberry, vanilla essence, flour, egg, cooking chocolate, caster sugar, butter"
Chocolate Fudge Cake Recipe,American,desserts,"['150 gm caster sugar', '3 beaten egg', '1/4 cup powdered almonds', '1/2 teaspoon baking powder', 'salt as required', '150 gm butter', '1 cup all purpose flour', '3 tablespoon cocoa powder', '100 ml milk', '200 gm boiled sugar', '100 gm cocoa powder']","In a large bowl, mix the butter and sugar. Whisk well until it turns fluffy. In the same bowl, break the eggs and whisk it. Take a separate bowl for the dry ingredients and add flour, almonds, cocoa, baking powder and salt. Now, slowly add the milk and mix until it is smooth. Pour this into the egg mixture and mix it well.
Grease a 19 cm cake tin and bottom lined with parchment paper. Dust the edges of the cake tin with cocoa or grease it with butter. It will help the cake from sticking to the pan after it bakes and it also gives the cake a good volume. Pour the mixture into the tin and tap the tin to settle the batter evenly.
Preheat the oven at 180 degree Celsius and bake the cake for about 40 minutes. After the cake is baked, remove it and let it cool for 5 minutes. Invert the cake onto a wire rack and allow it to cool completely. (tip: if you have the time, refrigerate the cake for couple of hours before frosting it. Cake will be more firm and it will make the frosting easier)
To make the frosting, heat sugar in a large pan. Pour the water and simmer until it has a one-string consistency. Remove it from the flame. Add the chocolate and whisk well, until smooth and chocolate has fully melted.
Keep aside to cool completely. Spread the frosting all over the cake. Allow it to set and garnish the way you like. You can also serve it with berries of your choice.",https://static.toiimg.com/thumb/53555173.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/chocolate-fudge-cake/rs53555173.cms,4.0,1293.0,"caster sugar, egg, almond powder, baking powder, butter, flour, cocoa powder, milk, sugar, cocoa powder"
Chocolate French Toast with Strawberries Recipe,Continental,breakfast,"['6 slices white bread', '1/3 cup cocoa powder', '1/4 teaspoon salt', '4 egg', '1/4 cup butter', '2/3 cup sugar', '1/8 teaspoon baking powder', '1 cup milk', '1 teaspoon vanilla essence', '200 gm strawberry', 'icing sugar as required']","Take a large bowl and mix together sugar, cocoa powder, baking powder and salt. Mix all the ingredients well. Now, pour in half of the milk and whisk until the mixture is smooth. Make sure there are no lumps in the mixture. Next, add the remaining milk, eggs along with vanilla essence and whisk until all the ingredients have blended well.
Now, arrange the bread slices in a tray and pour the complete cocoa mixture over the bread slices. Flip the bread once to get both sides nicely coated with the cocoa mix. leave it aside for some time and let it soak completely for 8-10 minutes. In the meantime, heat the butter in a non-stick pan over medium heat. When the butter melts, carefully lift the bread slices, one at a time, and add them to the pan.
Cook each slice until the bread turns brown and is lightly crisp. Flip and continue cooking until the slices are completely cooked.. Now, transfer the French toast to a plate and garnish with chopped strawberries and icing sugar. Serve immediately to enjoy!",https://static.toiimg.com/thumb/62680511.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/chocolate-french-toast-with-strawberries/rs62680511.cms,5.0,893.0,"white bread, cocoa powder, egg, butter, sugar, baking powder, milk, vanilla essence, strawberry, sugar"
Chocolate Cupcakes Recipe,Continental,desserts,"['1/2 cup cocoa powder', '175 gm all purpose flour', '1/4 teaspoon baking soda', '1/2 cup unsalted butter', '2 teaspoon vanilla extract', '1 cup boiled water', '1 teaspoon baking powder', '1/2 teaspoon salt', '1 cup sugar', '2 egg', '115 gm unsalted butter', '2 tablespoon milk', '225 gm icing sugar']","Preheat the oven at 350 degrees F (180 degrees C). Lightly butter, or line 12 muffin cups with paper liners.
In a small bowl, stir the unsweetened cocoa powder with the boiling hot water until smooth consistency. Let it cool to room temperature. In another bowl, whisk or sift the flour with the baking powder, baking soda and salt.
Then in the bowl of your electric stand mixer, beat the butter until smooth. Add sugar and vanilla extract and beat on medium high speed, until light and fluffy. To smoothen the batter, add eggs one at a time, and beat until light and fluffy. Add the flour mixture (in three additions) alternately with the cocoa mixture (in two additions), beginning and ending with the flour mixture. Beat only until the ingredients are mixed well.
Fill each muffin cup with batter and bake for about 18-20 minutes or until fluffy and soft. Remove from oven and place on a wire rack to cool.
For frosting: Beat icing sugar and butter in a bowl for a few minutes till smooth. Add milk depending on the consistency you want.
Make spider webs using buttercream frosting to add that special touch to your cupcake. Enjoy!",https://static.toiimg.com/thumb/66416271.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/chocolate-cupcakes/rs66416271.cms,,9864.0,"cocoa powder, flour, baking soda, butter, vanilla extract, baking powder, , sugar, egg, butter, milk, sugar"
Chocolate Chip and Walnut Scones Recipe,Continental,breakfast,"['150 gm all purpose flour', '1 teaspoon baking powder', '1/2 cup cubed butter', '1/2 cup chopped,toasted walnuts', '3/4 teaspoon vanilla extract', '1.5 tablespoon sugar', '1 egg', '1/2 cup chopped dark chocolate', '1/4 cup buttermilk', '1 pinch salt']","Preheat the oven to 375°F / 190°C. In a large mixing bowl, stir together the flour, sugar, baking powder, and salt. Add the butter and mix until it resembles a coarse crumbs.
Add the chocolate and walnuts and stir until mixed.
In a medium bowl, stir together the buttermilk, egg, and vanilla. Slowly add the buttermilk mixture to the flour mixture and mix it with your hands, just until the dough comes together.
With lightly floured hands, tip out the dough onto on a floured work surface and press it into a sheet about 1 inch / 2.5 centimeters thick.
Using a sharp-edged pastry cutter, or a drinking glass if you don’t have one, cut circles in the dough. Pull the remaining dough together and repeat until all the dough is used.
Bake the scones on an ungreased baking sheet for 15 to 20 minutes, or until lightly browned on top. Place the baking sheet on a cooling rack for 5 minutes.
Serve while still warm, or store in a breadbox or an airtight tin for up to 5 days.",https://static.toiimg.com/thumb/54030563.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/chocolate-chip-and-walnut-scones/rs54030563.cms,,4483.0,"flour, baking powder, butter, walnut, vanilla extract, sugar, egg, dark chocolate, buttermilk, "
